#{"t_start": 1734429533.7552483, "env_id": "CustomLunarLander-v3"}
r,l,t
-279.347468,218,1685.516146
-20.420059,148,1686.503287
-33.055293,158,1687.551443
49.188866,137,1688.445099
185.033649,549,1691.994632
211.86868,373,1694.434995
-229.345584,192,1695.697697
239.979679,368,1698.107056
244.20065,305,1700.105343
-224.843429,771,1705.146736
226.298718,386,1707.644575
4.939161,199,1708.963955
214.984869,220,1710.43275
233.669975,219,1711.926248
274.865345,308,1713.964556
182.708967,478,1717.104487
-165.094923,129,1717.959093
31.514925,109,1718.674857
282.960321,290,1720.594173
250.378245,369,1723.029034
-11.80566,142,1723.971686
204.950291,608,1727.975743
202.834522,412,1730.666626
-13.473176,161,1731.71578
-76.956215,166,1732.798432
-90.314273,196,1734.102615
-3.843648,234,1735.655881
190.271785,319,1737.745678
-158.719765,479,1740.866327
10.406574,161,1741.925149
25.531138,262,1743.663889
229.830815,490,1746.892713
2.02609,139,1747.787371
249.065933,304,1749.758172
-28.365157,129,1750.600768
152.724135,307,1752.655058
264.109283,293,1754.606045
41.867861,167,1755.709704
179.844947,429,1758.476141
255.689224,229,1759.979361
214.008241,258,1761.679125
230.247667,403,1764.318547
288.234315,203,1765.641226
-78.515916,175,1766.769421
-2.141209,238,1768.323138
-24.73651,131,1769.171773
140.356467,845,1774.817626
269.175068,340,1777.017964
38.672702,236,1778.554839
197.979391,323,1780.653185
52.593977,135,1781.536856
-80.704752,600,1785.516418
255.976877,808,1790.800786
243.424159,565,1794.459804
225.603993,344,1796.733795
-72.376497,280,1798.58057
27.078003,197,1799.884755
242.438696,276,1801.713525
258.482893,288,1803.596213
263.343843,207,1804.990421
270.412903,218,1806.430626
266.968818,237,1808.005835
220.29702,326,1810.181186
245.391854,277,1812.020017
-10.057607,227,1813.526225
201.990882,393,1816.101604
260.770893,273,1817.908511
20.798409,230,1819.405901
-125.520287,1000,1825.986584
-3.264824,181,1827.202777
-229.967953,811,1832.580675
-301.303646,945,1838.729967
-1.990699,255,1840.409732
-46.947758,262,1842.155479
-188.911397,178,1843.357638
248.311125,223,1844.814371
148.423035,1000,1851.415451
212.77546,317,1853.474447
-42.402441,229,1854.97071
221.664118,286,1856.850981
251.330316,352,1859.126797
23.346333,251,1860.760064
14.283546,168,1861.871738
-84.828872,1000,1868.403029
194.719164,226,1869.915753
251.578789,519,1873.326987
208.199636,257,1875.016733
212.078908,406,1877.663131
248.301615,338,1879.862575
286.673372,310,1881.876895
266.930425,346,1884.12022
120.849597,626,1888.18577
57.843772,155,1889.185712
92.618254,1000,1895.795135
10.733178,287,1897.655396
-17.356624,156,1898.674714
-161.032707,166,1899.767858
33.526226,143,1900.707509
39.409035,166,1901.825195
281.582641,276,1903.653443
-219.506931,231,1905.190672
-142.418671,209,1906.603856
2.824463,134,1907.458981
249.592819,327,1909.559882
40.469508,217,1910.965582
-55.368132,285,1912.877869
233.29188,311,1914.915646
277.083816,239,1916.485388
230.056566,202,1917.788604
-33.5159,113,1918.546717
236.650026,758,1923.509443
201.061195,229,1925.034344
-61.535492,316,1927.11166
221.392767,313,1929.219497
220.955312,305,1931.24295
247.525493,443,1934.159467
244.448941,269,1935.939441
255.986699,337,1938.142351
245.107828,215,1939.570077
256.965126,240,1941.144526
273.029196,319,1943.248828
235.172066,388,1945.794946
40.128166,153,1946.780078
-128.260524,464,1949.796509
210.402212,281,1951.632753
217.686005,374,1954.080614
-39.771955,242,1955.702326
2.416914,203,1957.015544
224.09871,342,1959.226823
264.636147,331,1961.378288
252.676352,266,1963.134531
-54.185478,192,1964.392197
3.425652,175,1965.526528
233.767916,397,1968.15012
245.046645,287,1970.057036
245.617608,257,1971.775317
210.238277,379,1974.2632
263.465376,236,1975.804397
-97.345707,377,1978.239255
251.777136,322,1980.320567
230.558262,259,1982.038334
205.330206,681,1986.491343
-92.955036,586,1990.308405
235.152455,232,1991.82513
231.868526,246,1993.399874
141.798816,513,1996.773734
265.459627,230,1998.268959
191.192697,309,2000.314771
-126.831969,424,2003.097983
205.310064,433,2005.992915
179.19565,601,2009.883439
39.76931,287,2011.784405
34.81446,229,2013.25465
-115.579563,251,2014.907894
228.454835,303,2016.899703
18.086717,174,2018.033876
267.832063,275,2019.845124
196.903293,531,2023.366146
-203.113884,828,2028.803985
253.407121,319,2030.883427
204.645884,315,2032.93725
219.252491,434,2035.784677
67.049846,233,2037.303375
233.724311,269,2039.067286
241.091703,301,2041.033553
42.143878,140,2041.971187
281.556158,274,2043.805456
299.014118,314,2045.86525
-89.382729,240,2047.464484
-87.757105,1000,2054.021858
213.841007,271,2055.796764
197.041638,533,2059.267422
237.323858,326,2061.392057
264.099146,228,2062.906169
-46.109746,208,2064.274354
-43.709963,238,2065.864581
234.18776,731,2070.618749
20.765025,130,2071.472043
-84.724343,219,2072.915763
267.098824,359,2075.264615
233.569525,325,2077.36943
275.570413,258,2079.061719
14.088622,221,2080.531923
176.739528,720,2085.222906
225.935031,268,2086.990328
220.600122,388,2089.549289
280.003086,289,2091.457628
209.21281,457,2094.448113
268.763551,380,2096.923455
-62.524966,1000,2103.436886
216.421237,234,2104.968519
202.680351,407,2107.637564
-23.148022,263,2109.352405
254.512925,386,2111.884066
302.905675,220,2113.328796
243.338135,346,2115.561107
259.763885,590,2119.43747
185.767116,509,2122.76512
-22.401599,229,2124.256813
225.625058,326,2126.347621
296.936825,263,2128.037853
30.262045,255,2129.70912
28.967167,166,2130.794275
224.183462,546,2134.382298
125.221991,1000,2140.903237
149.103074,775,2145.993787
290.46094,231,2147.496497
260.848494,304,2149.495353
52.915732,120,2150.276488
182.97625,394,2152.874839
270.912413,292,2154.779625
234.362962,241,2156.364836
252.702219,413,2159.044493
246.923602,283,2160.90345
218.899719,625,2164.958026
13.449225,196,2166.24988
208.334083,346,2168.488721
205.07992,646,2172.734907
-153.28206,223,2174.214622
227.001081,460,2177.212544
-100.967039,270,2178.959831
291.619948,236,2180.519557
176.514086,311,2182.575948
276.338401,240,2184.141712
234.047937,264,2185.883463
-94.945596,175,2187.045627
205.993406,220,2188.489354
203.387894,275,2190.282112
207.793783,244,2191.895334
3.484515,199,2193.228025
229.486205,221,2194.680547
2.384096,137,2195.5842
-246.696449,687,2200.011796
268.731713,319,2202.120597
283.448651,226,2203.572809
-219.676238,284,2205.434572
285.293525,287,2207.286818
257.666547,258,2208.946257
240.595438,413,2211.68757
12.574983,271,2213.479331
282.588204,215,2214.914059
207.604502,381,2217.403427
30.025398,158,2218.464601
243.233196,276,2220.281388
104.561863,1000,2226.833014
292.378126,296,2228.789648
208.598478,308,2230.796852
219.760079,281,2232.65511
277.001621,233,2234.158847
227.984023,364,2236.568173
242.394857,420,2239.317586
243.964842,415,2242.049964
270.063734,221,2243.520674
120.757485,1000,2250.127107
271.88672,290,2252.044056
270.688017,228,2253.512558
276.541631,293,2255.413999
-360.698255,441,2258.281914
257.635992,338,2260.47923
287.244989,270,2262.238645
247.968427,190,2263.449231
227.861883,224,2264.947447
178.895613,259,2266.649192
257.363062,331,2268.819503
249.033632,266,2270.564764
244.748697,418,2273.276641
246.409073,239,2274.836354
240.578009,311,2276.885131
243.256249,270,2278.667063
243.286419,197,2279.973749
-204.607782,228,2281.499472
10.765214,197,2282.78318
262.123262,276,2284.61445
236.39818,305,2286.646756
129.448363,620,2290.71683
181.268172,1000,2297.315746
197.601775,486,2300.54454
244.929457,228,2302.0429
250.140337,258,2303.729674
246.89876,276,2305.539919
243.725197,248,2307.186342
237.270107,250,2308.814603
233.875879,421,2311.57499
231.566589,430,2314.404417
16.090311,101,2315.05401
286.663414,255,2316.698743
248.317554,831,2322.157915
187.559055,385,2324.662791
223.32822,314,2326.692592
-84.419133,341,2328.964464
18.565396,148,2329.926594
25.918953,112,2330.662215
255.787557,204,2331.974899
220.226233,301,2333.964288
188.01578,496,2337.209278
254.387931,340,2339.403817
234.418338,277,2341.22309
257.153535,262,2342.94185
243.00111,182,2344.131223
270.804264,229,2345.65746
262.917423,323,2347.794283
256.578177,260,2349.490219
-34.950681,123,2350.287843
268.048289,320,2352.384141
225.71217,432,2355.191831
-104.315932,209,2356.57904
246.241879,228,2358.104263
224.11339,520,2361.525369
260.263872,284,2363.412158
261.830707,285,2365.254912
18.941416,299,2367.231875
183.732576,345,2369.499736
-50.246412,329,2371.678048
202.976413,685,2376.166223
7.786298,165,2377.248865
237.919064,257,2378.941115
172.509938,412,2381.623916
271.35541,348,2383.944249
227.325808,397,2386.55911
263.298135,264,2388.273551
271.948335,305,2390.260791
-9.025881,286,2392.175731
235.749919,276,2393.999512
270.078192,276,2395.807277
236.702985,176,2396.976542
221.353315,604,2400.937926
166.486778,495,2404.185937
219.646891,343,2406.435661
244.391345,228,2407.934395
239.131413,386,2410.486774
213.645258,410,2413.188977
226.862988,278,2415.020249
210.246764,397,2417.584586
161.917796,420,2420.327155
252.6542,461,2423.381604
285.058949,278,2425.215068
-92.286912,303,2427.191721
243.956689,375,2429.687708
145.806803,1000,2436.283177
-117.493444,464,2439.309121
180.995054,478,2442.468496
217.23196,456,2445.458941
255.012416,299,2447.45272
29.230325,142,2448.379023
235.068546,304,2450.391837
-20.423475,250,2452.033345
228.932305,317,2454.112164
274.860735,255,2455.805886
256.365534,321,2457.900657
262.950914,250,2459.536891
218.300597,308,2461.572179
227.316083,403,2464.222711
253.192015,186,2465.448881
268.602042,264,2467.178178
245.404479,258,2468.85593
180.207128,227,2470.34869
172.679209,330,2472.475496
195.055574,567,2476.228611
51.322127,167,2477.334271
115.004902,570,2481.074314
40.094896,115,2481.823422
285.587805,310,2483.876895
248.758269,275,2485.633659
222.681853,441,2488.512578
-48.202102,190,2489.735785
253.299402,257,2491.43055
252.074593,462,2494.455087
-241.807201,367,2496.859404
211.771758,230,2498.362788
-91.505094,331,2500.534117
17.87527,192,2501.776297
257.824421,268,2503.540537
239.766211,349,2505.818406
153.815755,1000,2512.436414
-151.208077,407,2515.087941
14.849658,170,2516.221485
49.60952,207,2517.581186
-103.032269,346,2519.840068
175.052525,358,2522.208421
225.215801,347,2524.494413
202.999431,346,2526.770173
58.718738,167,2527.879858
286.402978,334,2530.053119
267.585793,247,2531.645282
-2.75607,248,2533.278008
14.720346,187,2534.514817
273.633886,212,2535.934026
224.233035,296,2537.90531
253.821674,327,2540.064168
248.974805,319,2542.19548
268.96535,241,2543.789235
250.197887,327,2545.937545
248.37002,258,2547.639458
-19.287938,134,2548.539116
251.70557,307,2550.518446
31.529931,177,2551.688109
4.790767,96,2552.289721
252.088277,350,2554.577058
255.803256,272,2556.384306
249.140566,279,2558.232067
261.985218,225,2559.679266
251.986471,276,2561.469522
283.962183,214,2562.875226
268.176505,332,2565.053591
243.127603,288,2566.932487
-195.212243,251,2568.562964
156.894156,435,2571.463914
229.184803,272,2573.259846
159.591999,434,2576.095746
189.21401,686,2580.622106
211.287444,277,2582.46038
203.767509,373,2584.897261
240.222518,313,2586.977546
181.624213,555,2590.605691
237.965601,299,2592.571984
185.348706,512,2595.939013
281.571776,243,2597.535901
100.912372,1000,2604.089783
47.733539,138,2604.999928
243.968355,269,2606.777657
233.476984,241,2608.375572
17.667356,119,2609.175673
-12.029776,165,2610.288389
286.859047,330,2612.441752
-105.144041,313,2614.497542
220.193609,796,2619.704054
262.604762,365,2622.100067
244.245959,271,2623.864463
260.350026,622,2628.018555
273.477493,487,2631.232319
258.617851,309,2633.213627
188.447182,360,2635.576339
39.8786,159,2636.608016
196.60782,654,2640.912624
230.971208,342,2643.178944
-203.246867,241,2644.76667
235.752974,446,2647.652568
238.594037,420,2650.410658
-97.15567,134,2651.282776
236.791138,295,2653.190554
231.93449,213,2654.599762
-110.998016,201,2655.94649
268.247588,290,2657.827272
190.084469,319,2659.975302
270.113176,213,2661.374511
11.779572,145,2662.321669
-216.309865,184,2663.531853
234.270631,201,2664.846036
209.581593,286,2666.68898
33.126613,129,2667.535603
228.858244,358,2669.87446
191.031692,296,2671.817286
193.173369,288,2673.723786
188.73375,362,2677.047768
215.75062,193,2678.322459
245.759307,287,2680.20822
17.373681,207,2681.541774
97.016589,167,2682.621444
231.717039,275,2684.415669
268.49859,293,2686.347987
281.729016,251,2687.983196
87.079626,1000,2694.594454
-138.679675,413,2697.263017
229.142954,248,2698.882387
12.062677,214,2700.298096
-2.901649,143,2701.227731
276.795232,277,2703.043498
-128.294484,250,2704.678223
257.983998,279,2706.502495
214.563818,325,2708.645848
255.5691,309,2710.680634
226.129077,274,2712.46356
246.104627,268,2714.219484
172.304317,535,2717.711985
279.53613,208,2719.0492
235.015074,350,2721.377875
240.572713,237,2722.91262
245.451729,241,2724.468849
234.887211,287,2726.356671
262.631023,350,2728.660515
222.670189,309,2730.672814
217.478265,642,2734.948487
-116.099614,230,2736.493718
181.216282,284,2738.349504
-16.067385,256,2740.025951
200.593032,524,2743.45046
149.444433,709,2748.063643
97.418067,1000,2754.675408
8.415594,193,2755.924584
280.043709,310,2757.939859
236.296336,258,2759.606074
260.343783,213,2761.026599
259.158702,224,2762.517792
194.646658,357,2764.855637
281.836671,266,2766.606903
209.297684,435,2769.567648
208.141638,366,2772.035804
220.050165,285,2773.952082
257.454346,255,2775.69185
-114.141616,410,2778.488234
252.734626,360,2780.90062
163.817059,411,2783.652277
260.506786,299,2785.64249
277.067544,257,2787.372773
270.713103,239,2788.920978
255.752402,276,2790.779773
199.297023,305,2792.838077
-145.271701,428,2795.727037
277.118944,534,2799.228569
284.520863,413,2801.968493
-84.159804,577,2805.818452
266.174891,184,2807.088145
283.728123,281,2809.082969
252.820762,290,2811.022806
243.810638,276,2812.931705
245.23009,292,2814.957544
284.97764,274,2816.817391
276.867968,262,2818.646179
166.48903,380,2821.153051
273.282937,206,2822.530746
271.79422,222,2823.994457
191.049593,314,2826.090314
235.923968,336,2828.344149
302.112642,257,2830.051937
-229.985866,199,2831.353659
32.288242,203,2832.712348
100.784861,1000,2839.372749
201.550902,286,2841.279746
261.477847,217,2842.714954
302.511715,267,2844.510203
-89.204436,457,2847.539711
260.890368,188,2848.786901
196.694615,851,2854.42806
266.336777,242,2856.049806
254.531799,319,2858.178922
8.531955,225,2859.73964
259.033288,195,2861.049201
241.368611,169,2862.152865
252.724941,243,2863.729076
188.422921,316,2865.809375
256.755419,246,2867.400609
28.243756,245,2869.048355
206.620332,283,2870.929652
275.472698,308,2872.964457
193.825549,271,2874.748232
258.451507,240,2876.315483
247.058949,240,2877.890304
245.132818,268,2879.639572
214.001963,303,2881.631865
223.131318,212,2883.02972
222.937542,352,2885.303558
9.75846,116,2886.067695
-5.80807,111,2886.80228
144.873924,1000,2893.429632
148.478514,368,2895.857631
266.805148,274,2897.663489
259.122862,236,2899.199219
261.039369,207,2900.579931
255.239662,311,2902.63126
162.612557,402,2905.247149
260.106762,475,2908.35277
158.823769,492,2911.607935
242.467354,284,2913.493322
16.036258,125,2914.319927
184.165286,299,2916.303475
239.188748,234,2917.854873
208.011351,325,2919.971693
277.322348,294,2921.911017
-88.971497,337,2924.159835
182.085917,950,2930.429822
299.509321,225,2931.891521
280.670601,355,2934.225334
189.984521,331,2936.40164
216.210839,412,2939.104507
270.487597,276,2940.892754
239.118639,249,2942.523984
-10.046005,269,2944.319595
259.466224,210,2945.718973
266.280865,267,2947.465753
253.61951,207,2948.82843
223.610161,593,2952.748001
-32.047377,121,2953.542099
263.877934,213,2954.9443
-198.758009,184,2956.139478
288.530121,179,2957.334661
241.481722,313,2959.390513
196.220204,529,2962.862029
202.996748,328,2965.00684
245.660097,267,2966.742079
246.160346,351,2969.026934
-32.18435,109,2969.74152
201.172217,540,2973.323046
27.100917,134,2974.208385
258.226025,223,2975.668095
-1.192093,237,2977.210829
239.371031,278,2979.016184
237.78449,579,2982.800732
219.933842,636,2986.960553
284.501716,240,2988.565314
260.250057,258,2990.256553
258.706917,232,2991.767326
-27.397556,119,2992.573455
250.288105,328,2994.714067
285.125937,231,2996.197277
256.282797,287,2998.088046
248.725436,526,3001.47506
233.427968,298,3003.432345
245.269148,206,3004.779534
4.768639,107,3005.468123
214.313404,298,3007.393443
259.930565,286,3009.245697
206.526496,315,3011.298517
227.842725,220,3012.779226
97.688486,1000,3019.328182
248.701451,237,3020.886105
232.605674,249,3022.519853
268.396004,183,3023.719152
243.740901,524,3027.175154
-41.879153,247,3028.80338
286.482548,270,3030.552825
253.937342,418,3033.270256
254.025409,280,3035.124516
280.632515,272,3036.896348
211.018008,279,3038.686135
233.154139,228,3040.19086
287.238422,209,3041.591066
203.265167,227,3043.083779
-130.169851,233,3044.635497
208.86195,243,3046.223863
253.531894,245,3047.82658
306.140507,243,3049.396325
231.499046,301,3051.371645
276.267674,234,3052.892861
221.459097,298,3054.847166
247.263724,267,3056.589429
234.913615,399,3059.219792
260.062414,316,3061.291008
255.250941,225,3062.766724
252.290914,415,3065.496137
228.490351,814,3070.876391
230.936779,213,3072.265285
262.900406,247,3073.901031
-217.361456,204,3075.232708
258.948661,295,3077.213989
235.269194,349,3079.5198
222.66771,221,3080.963662
173.342645,301,3082.913451
0.314295,91,3083.495541
-107.263933,130,3084.335644
238.411085,286,3086.256448
-30.170977,93,3086.882067
260.611675,185,3088.077224
262.038238,600,3091.999982
184.173668,675,3096.493714
185.974766,225,3097.975416
251.518703,237,3099.519824
156.631351,400,3102.193722
236.718608,297,3104.193538
-0.265044,190,3105.451719
268.365261,258,3107.146947
-383.254065,496,3110.396927
-238.816947,213,3111.82914
248.169236,229,3113.350851
282.744297,262,3115.052099
262.706054,273,3116.856686
215.183294,236,3118.425903
246.640726,665,3122.770506
273.094831,277,3124.566251
176.661654,277,3126.37253
259.398279,200,3127.713739
303.233665,218,3129.145941
-245.17199,269,3130.906205
148.806511,312,3132.957046
-4.620383,152,3133.95021
261.245971,676,3138.447372
250.665792,466,3141.523829
248.720376,233,3143.045826
278.831184,235,3144.636575
203.571172,391,3147.21945
270.073535,306,3149.186694
235.737105,306,3151.177222
240.914077,254,3152.840016
-113.212526,533,3156.263005
222.150595,237,3157.822231
236.11148,293,3159.729147
239.283805,292,3161.654599
239.947419,287,3163.574405
-479.319189,210,3164.934592
190.81428,392,3167.534833
278.411546,297,3169.482105
253.527199,237,3171.034373
162.915716,686,3175.520653
241.515626,314,3177.607931
238.996021,191,3178.886589
259.892244,333,3181.084892
220.271982,225,3182.588596
267.901207,228,3184.099811
260.506415,261,3185.837192
222.92545,320,3187.942957
264.28039,301,3189.913241
-105.417794,486,3193.125387
185.618571,365,3195.506733
265.200959,205,3196.823928
267.31787,271,3198.597698
195.303778,684,3203.042327
268.860455,240,3204.634753
242.305282,370,3207.093794
220.738797,251,3208.696529
218.601241,439,3211.514626
244.008724,220,3212.971854
-62.469366,139,3213.880588
-18.781819,122,3214.713214
281.158347,229,3216.220504
186.620137,755,3221.159179
273.537297,206,3222.506387
283.18861,332,3224.657191
291.816089,229,3226.177063
208.935767,217,3227.637764
280.93957,233,3229.160997
268.967164,515,3232.562412
243.179412,223,3234.05411
113.94442,1000,3240.663512
203.564696,399,3243.286056
244.409026,253,3244.983806
247.375477,233,3246.512052
214.069134,300,3248.471828
259.38373,276,3250.310594
278.785576,248,3251.906389
233.109383,245,3253.533143
271.181794,243,3255.127865
198.720611,317,3257.209168
207.666838,705,3261.82046
-13.780269,131,3262.681579
-106.699398,557,3266.34462
271.426676,280,3268.159347
94.637402,1000,3274.695458
268.681871,193,3275.982838
253.710588,251,3277.638595
281.948865,295,3279.54288
230.980053,488,3282.737705
216.673311,302,3284.715002
233.712592,218,3286.15339
236.465342,259,3287.85417
266.023663,275,3289.623415
245.419087,234,3291.153122
242.897407,243,3292.727867
207.589771,497,3296.012866
256.303128,266,3297.737845
289.464792,214,3299.136059
-53.430558,296,3301.101825
281.347778,264,3302.830607
-41.539037,204,3304.179419
-88.691365,139,3305.093535
209.653175,428,3307.920352
277.738802,267,3309.661138
-577.720457,330,3311.835446
283.727213,242,3313.419187
270.003963,202,3314.752888
237.161789,333,3316.92325
211.314712,367,3319.317811
175.209825,527,3322.737975
293.391098,233,3324.282692
284.155448,220,3325.706892
-221.606234,310,3327.702728
273.789584,250,3329.325825
272.963093,268,3331.088707
249.724085,240,3332.677446
244.166952,299,3334.617226
173.551174,639,3338.801332
-217.338573,273,3340.610597
231.604099,450,3343.555032
238.414942,223,3345.005202
153.478022,322,3347.106712
189.661365,210,3348.486407
230.782291,330,3350.632779
-22.516384,149,3351.601417
302.277324,191,3352.837631
205.120487,388,3355.426034
242.212625,233,3356.948775
209.30151,265,3358.679914
-58.964279,128,3359.52954
224.327813,792,3364.7873
-102.200147,411,3367.466853
171.206545,318,3369.561618
255.467571,400,3372.172975
266.723611,236,3373.698196
261.943627,395,3376.279561
149.391749,784,3381.405433
268.070289,329,3383.602734
276.633684,242,3385.215641
255.349229,275,3387.007898
259.636327,264,3388.773514
197.326914,203,3390.091194
232.992303,290,3391.98999
-0.551642,198,3393.316699
274.444694,225,3394.799402
184.385522,600,3398.738552
282.857751,222,3400.219579
221.101879,963,3406.515243
191.992658,358,3408.829722
287.368584,280,3410.701965
283.026231,282,3412.551404
277.107101,277,3414.369658
170.749701,273,3416.162907
274.510024,261,3417.892903
202.357127,313,3419.949284
289.685397,242,3421.543055
216.727624,489,3424.74407
276.870241,425,3427.554055
211.605438,277,3429.342318
219.680556,334,3431.544605
263.946382,289,3433.4569
238.216877,234,3434.972612
-108.083865,439,3437.916026
208.773042,273,3439.692797
260.5812,218,3441.111693
265.990656,260,3442.78194
222.54557,863,3448.418705
140.277788,1000,3454.989561
267.569576,334,3457.183528
233.898244,401,3459.849882
-12.130105,155,3460.83601
234.075444,457,3463.826463
242.916731,349,3466.113308
257.83885,224,3467.618007
266.690501,210,3468.997721
268.179924,481,3472.135872
-200.259385,277,3473.964168
242.586363,328,3476.144997
18.458172,155,3477.184129
252.673616,348,3479.442467
241.719297,420,3482.162332
118.189106,1000,3488.766382
-4.712211,122,3489.580494
64.601254,138,3490.511167
268.642347,297,3492.469954
233.153499,295,3494.450241
252.883953,326,3496.607532
268.290278,258,3498.277882
218.239073,267,3500.018134
96.294231,1000,3506.598814
284.026945,544,3510.151312
234.984184,288,3512.017598
227.728587,266,3513.780855
294.301204,233,3515.297593
228.4148,420,3518.038116
175.77492,485,3521.207504
196.470237,225,3522.705734
264.659104,240,3524.276011
163.305722,232,3525.803164
258.050876,207,3527.155359
275.534937,191,3528.396536
181.943471,340,3530.62681
174.127849,393,3533.207807
277.658398,265,3534.9206
263.489866,193,3536.179776
194.10213,322,3538.269084
240.450884,187,3539.513251
-177.854576,218,3540.928472
-24.933365,189,3542.171179
-51.654632,417,3544.88904
284.035838,198,3546.187757
-19.624022,195,3547.45096
-222.384854,295,3549.400461
214.556524,256,3551.09456
260.221452,427,3553.897925
254.053331,342,3556.14875
266.226645,222,3557.57545
255.949749,317,3559.623233
227.310303,430,3562.488806
267.966351,230,3563.983502
215.781995,373,3566.446876
259.996458,251,3568.09027
244.243649,294,3569.978042
198.963777,345,3572.20537
198.30007,376,3574.706242
-87.346835,162,3575.772406
116.882711,1000,3582.399782
-12.384112,178,3583.603956
229.621578,509,3586.926489
277.552355,202,3588.263713
188.201431,458,3591.242099
271.710785,197,3592.545801
-8.315702,141,3593.465441
270.495528,714,3598.169645
-10.536773,174,3599.309979
308.105462,214,3600.720674
221.496002,336,3602.94747
-134.117084,316,3604.979745
293.059839,234,3606.52046
256.21188,184,3607.702665
252.183602,300,3609.712926
259.543126,188,3610.957123
248.098031,275,3612.744371
233.861179,284,3614.608155
216.561123,235,3616.161381
283.703866,244,3617.758602
243.495187,251,3619.485866
244.544433,367,3621.983314
206.830172,287,3623.862088
265.29383,400,3626.448928
246.06479,270,3628.24186
212.202657,278,3630.069646
208.032187,512,3633.43878
229.532557,269,3635.176038
-193.331297,356,3637.503889
267.846783,237,3639.055605
233.646032,228,3640.561834
45.297574,166,3641.664516
222.320857,308,3643.712316
253.635022,309,3645.789647
260.403751,304,3647.794923
231.681592,267,3649.531315
298.518896,274,3651.341805
255.697107,252,3653.007577
284.30687,236,3654.562315
53.537271,132,3655.412471
-211.007214,249,3657.058787
270.350596,248,3658.681001
-7.261291,224,3660.18974
243.427482,331,3662.344553
138.370026,1000,3668.932897
251.613315,219,3670.364311
220.748537,255,3672.009397
277.521675,268,3673.813165
233.432714,249,3675.471116
16.516879,118,3676.262216
275.067742,234,3677.794445
230.423663,292,3679.71322
239.690287,260,3681.414006
-22.33204,143,3682.339785
237.745054,283,3684.217051
265.074176,227,3685.694287
256.638783,199,3687.024976
252.173118,246,3688.627721
267.385931,320,3690.725029
274.976254,305,3692.787362
-165.10217,312,3694.831669
251.229317,293,3696.726957
171.060113,405,3699.39647
260.374906,731,3704.225916
14.399722,231,3705.742826
206.297341,210,3707.139507
212.226964,346,3709.423329
304.636053,270,3711.217599
222.226856,179,3712.376256
234.135125,410,3715.079136
-18.988902,137,3715.969273
279.485921,214,3717.393963
109.011424,1000,3723.924169
265.352768,348,3726.236819
244.981236,233,3727.767523
300.709271,242,3729.387937
288.365812,251,3731.043688
151.643818,338,3733.330982
293.282831,247,3734.944866
191.866147,277,3736.756562
229.551526,275,3738.590267
240.982221,296,3740.521524
256.794297,217,3741.917733
-27.011151,249,3743.564952
196.457291,477,3746.74594
245.755806,265,3748.506192
264.271234,290,3750.449942
187.588865,276,3752.256054
203.986707,475,3755.381487
231.659158,264,3757.113738
270.796951,398,3759.743101
242.667043,435,3762.605517
228.532053,306,3764.643996
-59.330665,146,3765.634648
140.527288,1000,3772.18407
154.367578,538,3775.756086
14.148051,147,3776.722616
295.015155,234,3778.27333
234.205924,276,3780.070106
232.482486,466,3783.141043
213.999757,258,3784.862084
233.115491,224,3786.324305
259.808496,256,3788.012578
240.276744,270,3789.823678
286.385446,258,3791.532602
-4.83905,197,3792.833294
44.335612,186,3794.048991
245.669594,278,3795.893274
308.658112,328,3798.072083
258.044417,292,3800.008922
262.728807,231,3801.556503
268.537065,319,3803.660347
-8.262286,215,3805.083543
289.706752,220,3806.530763
255.299191,290,3808.428538
38.898473,140,3809.340168
298.381175,216,3810.774379
139.777716,1000,3817.388022
243.529703,286,3819.27981
285.543158,257,3820.961429
238.3303,290,3822.854697
188.958957,253,3824.50846
272.534567,260,3826.197716
225.38268,508,3829.528342
254.608075,248,3831.159796
198.375701,763,3836.097571
268.923135,283,3837.949858
-42.409125,126,3838.78699
268.704188,247,3840.412737
235.077494,315,3842.500566
255.213239,362,3844.849907
263.503489,228,3846.351438
270.116732,270,3848.143174
240.122883,249,3849.772389
274.128426,263,3851.493167
278.639663,293,3853.435441
222.940276,221,3854.864301
21.651877,139,3855.780901
246.257977,290,3857.677197
141.051855,443,3860.621274
150.877809,1000,3867.204051
133.328532,516,3870.629007
213.397953,368,3873.031528
233.2418,231,3874.53825
248.023795,369,3876.971775
264.718964,205,3878.327018
269.833563,277,3880.125302
-210.579365,199,3881.438004
236.415189,256,3883.102737
2.233777,159,3884.129889
255.876959,222,3885.610633
243.821601,242,3887.177371
229.347939,333,3889.353387
33.284629,146,3890.301041
-75.910797,91,3890.897631
285.108876,240,3892.461548
252.073195,263,3894.235854
259.355194,277,3896.03763
282.24384,306,3898.061508
1.858254,153,3899.06066
274.106016,222,3900.498887
263.056686,160,3901.54657
169.054224,393,3904.18558
226.602191,226,3905.68329
11.38491,188,3906.943386
276.652076,277,3908.735354
264.559151,251,3910.368399
5.966836,178,3911.572081
234.733575,321,3913.715412
19.465884,139,3914.637038
268.057749,281,3916.462265
232.883862,480,3919.584706
228.071156,241,3921.154104
293.731414,343,3923.456424
283.166824,248,3925.080144
171.831184,348,3927.347997
216.323309,397,3929.95844
192.990324,354,3932.309797
23.262188,214,3933.701512
280.158232,234,3935.226735
254.623998,217,3936.650447
270.086221,242,3938.230717
