#{"t_start": 1734429533.7552483, "env_id": "CustomLunarLander-v3"}
r,l,t
269.850261,246,3939.846964
242.776775,302,3941.836277
245.05865,288,3943.734071
260.488926,303,3945.689836
-38.279447,299,3947.647113
285.062561,296,3949.601052
-241.949826,203,3950.964314
224.865081,278,3952.814103
210.190839,239,3954.420035
214.735745,189,3955.635209
258.238567,325,3957.756018
220.439535,276,3959.555261
-39.005677,161,3960.604018
234.835737,386,3963.131048
192.272218,438,3965.98145
-4.568686,146,3966.924134
-65.111391,190,3968.190315
181.952315,668,3972.556293
245.650954,311,3974.634084
231.342801,259,3976.360323
218.868399,220,3977.76993
212.103647,209,3979.153108
273.18376,295,3981.105386
279.018073,257,3982.787743
31.082958,107,3983.475847
237.91344,272,3985.222106
240.929675,218,3986.643857
265.156693,361,3989.043235
249.734635,388,3991.587167
